02000US1 |1 |Northeast |B17001 |1 |Total: |53,147,002 |+/-8,533 |53,138,469 |53,155,535 |5,188
02000US3 |3 |South |B19101H |16 |$150,000 to $199,999 |890,541 |+/-16,093 |874,448 |906,634 |9,783
02000US3 |3 |South |B19101H |17 |$200,000 or more |920,688 |+/-11,534 |909,154 |932,222 |7,012
02000US3 |3 |South |B19101I |1 |Total: |3,373,975 |+/-21,464 |3,352,511 |3,395,439 |13,048
02000US3 |3 |South |B19101I |2 |Less than $10,000 |266,004 |+/-8,537 |257,467 |274,541 |5,190
02000US3 |3 |South |B19101I |3 |$10,000 to $14,999 |236,479 |+/-8,699 |227,780 |245,178 |5,288
02000US3 |3 |South |B19101I |4 |$15,000 to $19,999 |269,852 |+/-8,943 |260,909 |278,795 |5,437
02000US3 |3 |South |B19101I |5 |$20,000 to $24,999 |275,712 |+/-9,890 |265,822 |285,602 |6,012
02000US3 |3 |South |B19101I |6 |$25,000 to $29,999 |263,251 |+/-8,983 |254,268 |272,234 |5,461
02000US3 |3 |South |B19101I |7 |$30,000 to $34,999 |255,990 |+/-8,836 |247,154 |264,826 |5,371
02000US3 |3 |South |B19101I |8 |$35,000 to $39,999 |220,498 |+/-8,088 |212,410 |228,586 |4,917
02000US3 |3 |South |B19101I |9 |$40,000 to $44,999 |197,445 |+/-7,103 |190,342 |204,548 |4,318
02000US3 |3 |South |B19101I |10 |$45,000 to $49,999 |173,106 |+/-7,495 |165,611 |180,601 |4,556
02000US3 |3 |South |B19101I |11 |$50,000 to $59,999 |293,547 |+/-9,157 |284,390 |302,704 |5,566
02000US3 |3 |South |B19101I |12 |$60,000 to $74,999 |305,630 |+/-8,526 |297,104 |314,156 |5,183
02000US3 |3 |South |B19101I |13 |$75,000 to $99,999 |302,189 |+/-10,024 |292,165 |312,213 |6,094
02000US3 |3 |South |B19101I |14 |$100,000 to $124,999 |143,640 |+/-6,097 |137,543 |149,737 |3,706
02000US3 |3 |South |B19101I |15 |$125,000 to $149,999 |71,763 |+/-4,147 |67,616 |75,910 |2,521
02000US3 |3 |South |B19101I |16 |$150,000 to $199,999 |52,819 |+/-3,616 |49,203 |56,435 |2,198
02000US3 |3 |South |B19101I |17 |$200,000 or more |46,050 |+/-3,345 |42,705 |49,395 |2,033
02000US3 |3 |South |B19113 |1 |Median family income in the past 12 months (in 2006 inflation-adjusted dollars) |53,483 |+/-172 |53,311 |53,655 |104
02000US3 |3 |South |B19113A |1 |Median family income in the past 12 months (in 2006 inflation-adjusted dollars) |59,008 |+/-189 |58,819 |59,197 |115
02000US3 |3 |South |B19113B |1 |Median family income in the past 12 months (in 2006 inflation-adjusted dollars) |36,741 |+/-285 |36,456 |37,026 |173
02000US3 |3 |South |B19113C |1 |Median family income in the past 12 months (in 2006 inflation-adjusted dollars) |41,043 |+/-1,554 |39,489 |42,597 |945
02000US3 |3 |South |B19113D |1 |Median family income in the past 12 months (in 2006 inflation-adjusted dollars) |68,188 |+/-1,732 |66,456 |69,920 |1,053
02000US3 |3 |South |B19113E |1 |Median family income in the past 12 months (in 2006 inflation-adjusted dollars) |44,548 |+/-6,662 |37,886 |51,210 |4,050
02000US3 |3 |South |B19113F |1 |Median family income in the past 12 months (in 2006 inflation-adjusted dollars) |36,075 |+/-469 |35,606 |36,544 |285
02000US3 |3 |South |B19113G |1 |Median family income in the past 12 months (in 2006 inflation-adjusted dollars) |45,655 |+/-1,078 |44,577 |46,733 |656
02000US3 |3 |South |B19113H |1 |Median family income in the past 12 months (in 2006 inflation-adjusted dollars) |61,484 |+/-158 |61,326 |61,642 |96
02000US3 |3 |South |B19113I |1 |Median family income in the past 12 months (in 2006 inflation-adjusted dollars) |37,457 |+/-313 |37,144 |37,770 |190
02000US3 |3 |South |B19119 |1 |Total: |53,483 |+/-172 |53,311 |53,655 |104
02000US3 |3 |South |B19119 |2 |2-person families |48,284 |+/-216 |48,068 |48,500 |131
02000US3 |3 |South |B19119 |3 |3-person families |54,564 |+/-409 |54,155 |54,973 |249
02000US3 |3 |South |B19119 |4 |4-person families |63,334 |+/-510 |62,824 |63,844 |310
02000US3 |3 |South |B19119 |5 |5-person families |59,454 |+/-652 |58,802 |60,106 |397
02000US3 |3 |South |B19119 |6 |6-person families |56,642 |+/-867 |55,775 |57,509 |527
02000US3 |3 |South |B19119 |7 |7-or-more-person families |54,831 |+/-1,415 |53,416 |56,246 |860
02000US3 |3 |South |B19121 |1 |Total: |53,483 |+/-172 |53,311 |53,655 |104
02000US3 |3 |South |B19121 |2 |No earners (dollars) |26,104 |+/-210 |25,894 |26,314 |127
02000US3 |3 |South |B19121 |3 |1 earner (dollars) |36,892 |+/-155 |36,737 |37,047 |94
02000US3 |3 |South |B19121 |4 |2 earners (dollars) |68,970 |+/-296 |68,674 |69,266 |180
02000US3 |3 |South |B19121 |5 |3 or more earners (dollars) |85,215 |+/-398 |84,817 |85,613 |242
02000US3 |3 |South |B19125 |1 |Total: |53,483 |+/-172 |53,311 |53,655 |104
02000US3 |3 |South |B19125 |2 |With own children under 18 years |51,071 |+/-209 |50,862 |51,280 |127
02000US3 |3 |South |B19125 |3 |No own children under 18 years |55,495 |+/-196 |55,299 |55,691 |119
02000US3 |3 |South |B19126 |1 |Total: |53,483 |+/-172 |53,311 |53,655 |104
02000US3 |3 |South |B19126 |2 |Total |64,277 |+/-202 |64,075 |64,479 |123
02000US3 |3 |South |B19126 |3 |With own children under 18 years |67,966 |+/-388 |67,578 |68,354 |236
02000US3 |3 |South |B19126 |4 |No own children under 18 years |61,428 |+/-213 |61,215 |61,641 |129
02000US3 |3 |South |B19126 |5 |Total |29,208 |+/-210 |28,998 |29,418 |128
02000US3 |3 |South |B19126 |6 |Total |38,525 |+/-554 |37,971 |39,079 |337
02000US3 |3 |South |B19126 |7 |With own children under 18 years |33,521 |+/-794 |32,727 |34,315 |483
02000US3 |3 |South |B19126 |8 |No own children under 18 years |43,507 |+/-641 |42,866 |44,148 |390
02000US3 |3 |South |B19126 |9 |Total |26,247 |+/-189 |26,058 |26,436 |115
02000US3 |3 |South |B19126 |10 |With own children under 18 years |21,505 |+/-197 |21,308 |21,702 |119
02000US3 |3 |South |B19126 |11 |No own children under 18 years |34,971 |+/-457 |34,514 |35,428 |278
02000US3 |3 |South |B19127 |1 |Aggregate family income in the past 12 months (in 2006 inflation-adjusted dollars) |1,950,935,181,500 |+/-7,970,057,910 |1,942,965,123,590 |1,958,905,239,410 |4,845,020,006
02000US3 |3 |South |B19128 |1 |Aggregate family income in the past 12 months (in 2006 inflation-adjusted dollars): |1,950,935,181,500 |+/-7,970,057,910 |1,942,965,123,590 |1,958,905,239,410 |4,845,020,006
02000US3 |3 |South |B19128 |2 |Married-couple family: |1,670,277,783,000 |+/-8,458,851,971 |1,661,818,931,029 |1,678,736,634,971 |5,142,159,253
02000US3 |3 |South |B19128 |3 |With own children under 18 years |734,249,283,000 |+/-4,656,329,168 |729,592,953,832 |738,905,612,168 |2,830,595,239
02000US3 |3 |South |B19128 |4 |No own children under 18 years |936,028,500,000 |+/-5,932,779,426 |930,095,720,574 |941,961,279,426 |3,606,552,843
02000US3 |3 |South |B19128 |5 |Other family: |280,657,398,500 |+/-2,169,344,325 |278,488,054,175 |282,826,742,825 |1,318,750,350
02000US3 |3 |South |B19128 |6 |Male householder, no wife present: |92,046,321,100 |+/-1,583,208,652 |90,463,112,448 |93,629,529,752 |962,436,871
02000US3 |3 |South |B19128 |7 |With own children under 18 years |40,067,452,700 |+/-1,074,461,657 |38,992,991,043 |41,141,914,357 |653,168,181
02000US3 |3 |South |B19128 |8 |No own children under 18 years |51,978,868,400 |+/-1,218,857,591 |50,760,010,809 |53,197,725,991 |740,946,864
02000US3 |3 |South |B19128 |9 |Female householder, no husband present: |188,611,077,500 |+/-1,555,243,608 |187,055,833,892 |190,166,321,108 |945,436,844
02000US3 |3 |South |B19128 |10 |With own children under 18 years |91,427,156,000 |+/-1,074,115,242 |90,353,040,758 |92,501,271,242 |652,957,594
02000US3 |3 |South |B19128 |11 |No own children under 18 years |97,183,921,500 |+/-1,336,535,977 |95,847,385,523 |98,520,457,477 |812,483,877
02000US3 |3 |South |B19129 |1 |Aggregate family income in the past 12 months (in 2006 inflation-adjusted dollars): |1,950,935,181,500 |+/-7,970,057,910 |1,942,965,123,590 |1,958,905,239,410 |4,845,020,006
02000US3 |3 |South |B19129 |2 |No workers (dollars) |144,762,472,100 |+/-1,602,346,401 |143,160,125,699 |146,364,818,501 |974,070,761
02000US3 |3 |South |B19129 |3 |1 worker (dollars) |506,822,657,200 |+/-3,851,032,279 |502,971,624,921 |510,673,689,479 |2,341,053,057
02000US3 |3 |South |B19129 |4 |2 workers, husband and wife worked (dollars) |856,919,329,800 |+/-5,559,663,903 |851,359,665,897 |862,478,993,703 |3,379,734,896
02000US3 |3 |South |B19129 |5 |2 workers, other (dollars) |158,030,363,500 |+/-2,133,588,180 |155,896,775,320 |160,163,951,680 |1,297,014,091
02000US3 |3 |South |B19129 |6 |3 or more workers, husband and wife worked (dollars) |231,424,012,300 |+/-2,595,115,387 |228,828,896,913 |234,019,127,687 |1,577,577,743
02000US3 |3 |South |B19129 |7 |3 or more workers, other (dollars) |52,976,346,700 |+/-1,379,248,160 |51,597,098,540 |54,355,594,860 |838,448,729
02000US3 |3 |South |B19130 |1 |Aggregate family income in the past 12 months (in 2006 inflation-adjusted dollars): |1,950,935,181,500 |+/-7,970,057,910 |1,942,965,123,590 |1,958,905,239,410 |4,845,020,006
02000US3 |3 |South |B19130 |2 |Married couple family (dollars): |1,670,277,783,000 |+/-8,458,851,971 |1,661,818,931,029 |1,678,736,634,971 |5,142,159,253
02000US3 |3 |South |B19130 |3 |Householder 15 to 24 years (dollars) |18,131,015,700 |+/-613,951,986 |17,517,063,714 |18,744,967,686 |373,223,092
02000US3 |3 |South |B19130 |4 |Householder 25 to 34 years (dollars) |206,922,858,800 |+/-2,582,124,105 |204,340,734,695 |209,504,982,905 |1,569,680,307
02000US3 |3 |South |B19130 |5 |Householder 35 to 44 years (dollars) |413,139,236,400 |+/-3,209,490,516 |409,929,745,884 |416,348,726,916 |1,951,058,064
02000US3 |3 |South |B19130 |6 |Householder 45 to 54 years (dollars) |461,878,172,000 |+/-3,446,712,250 |458,431,459,750 |465,324,884,250 |2,095,265,805
02000US3 |3 |South |B19130 |7 |Householder 55 to 59 years (dollars) |200,607,779,900 |+/-2,537,944,932 |198,069,834,968 |203,145,724,832 |1,542,823,667
02000US3 |3 |South |B19130 |8 |Householder 60 to 64 years (dollars) |139,601,357,800 |+/-2,282,808,556 |137,318,549,244 |141,884,166,356 |1,387,725,566
02000US3 |3 |South |B19130 |9 |Householder 65 to 74 years (dollars) |153,629,360,000 |+/-2,016,675,122 |151,612,684,878 |155,646,035,122 |1,225,942,323
02000US3 |3 |South |B19130 |10 |Householder 75 years and over (dollars) |76,368,002,400 |+/-1,115,721,771 |75,252,280,629 |77,483,724,171 |678,250,317
02000US3 |3 |South |B19130 |11 |Other family (dollars): |280,657,398,500 |+/-2,169,344,325 |278,488,054,175 |282,826,742,825 |1,318,750,350
02000US3 |3 |South |B19130 |12 |Male householder, no wife present (dollars): |92,046,321,100 |+/-1,583,208,652 |90,463,112,448 |93,629,529,752 |962,436,871
02000US3 |3 |South |B19130 |13 |Householder 15 to 24 years (dollars) |5,810,025,800 |+/-305,743,648 |5,504,282,152 |6,115,769,448 |185,862,400
02000US3 |3 |South |B19130 |14 |Householder 25 to 34 years (dollars) |17,929,692,400 |+/-739,742,209 |17,189,950,191 |18,669,434,609 |449,691,313
02000US3 |3 |South |B19130 |15 |Householder 35 to 44 years (dollars) |23,664,399,200 |+/-684,530,560 |22,979,868,640 |24,348,929,760 |416,128,000
02000US3 |3 |South |B19130 |16 |Householder 45 to 54 years (dollars) |23,911,622,100 |+/-784,474,344 |23,127,147,756 |24,696,096,444 |476,884,099
02000US3 |3 |South |B19130 |17 |Householder 55 to 59 years (dollars) |7,470,332,800 |+/-459,777,376 |7,010,555,424 |7,930,110,176 |279,499,924
02000US3 |3 |South |B19130 |18 |Householder 60 to 64 years (dollars) |4,484,166,200 |+/-355,697,258 |4,128,468,942 |4,839,863,458 |216,229,336
02000US3 |3 |South |B19130 |19 |Householder 65 to 74 years (dollars) |4,376,493,400 |+/-288,982,390 |4,087,511,010 |4,665,475,790 |175,673,185
02000US3 |3 |South |B19130 |20 |Householder 75 years and over (dollars) |4,399,589,100 |+/-300,358,637 |4,099,230,463 |4,699,947,737 |182,588,837
02000US3 |3 |South |B19130 |21 |Female householder, no husband present (dollars): |188,611,077,500 |+/-1,555,243,608 |187,055,833,892 |190,166,321,108 |945,436,844
02000US3 |3 |South |B19130 |22 |Householder 15 to 24 years (dollars) |6,139,574,200 |+/-230,240,898 |5,909,333,302 |6,369,815,098 |139,964,072
02000US3 |3 |South |B19130 |23 |Householder 25 to 34 years (dollars) |28,919,974,800 |+/-609,771,420 |28,310,203,380 |29,529,746,220 |370,681,714
02000US3 |3 |South |B19130 |24 |Householder 35 to 44 years (dollars) |48,874,330,000 |+/-675,130,077 |48,199,199,923 |49,549,460,077 |410,413,420
02000US3 |3 |South |B19130 |25 |Householder 45 to 54 years (dollars) |49,177,225,000 |+/-1,016,615,731 |48,160,609,269 |50,193,840,731 |618,003,484
02000US3 |3 |South |B19130 |26 |Householder 55 to 59 years (dollars) |15,700,017,100 |+/-496,275,111 |15,203,741,989 |16,196,292,211 |301,686,997
02000US3 |3 |South |B19130 |27 |Householder 60 to 64 years (dollars) |10,318,736,600 |+/-438,640,831 |9,880,095,769 |10,757,377,431 |266,650,961
02000US3 |3 |South |B19130 |28 |Householder 65 to 74 years (dollars) |15,309,989,400 |+/-494,083,245 |14,815,906,155 |15,804,072,645 |300,354,557
02000US3 |3 |South |B19130 |29 |Householder 75 years and over (dollars) |14,171,230,400 |+/-500,729,475 |13,670,500,925 |14,671,959,875 |304,394,817
02000US3 |3 |South |B19131 |1 |Total: |27,645,731 |+/-79,220 |27,566,511 |27,724,951 |48,158
02000US3 |3 |South |B19131 |2 |Married-couple family: |20,269,487 |+/-87,428 |20,182,059 |20,356,915 |53,148
02000US3 |3 |South |B19131 |3 |With own children under 18 years: |8,553,401 |+/-49,939 |8,503,462 |8,603,340 |30,358
02000US3 |3 |South |B19131 |4 |Less than $10,000 |153,603 |+/-7,043 |146,560 |160,646 |4,281
02000US3 |3 |South |B19131 |5 |$10,000 to $14,999 |165,144 |+/-7,299 |157,845 |172,443 |4,437
02000US3 |3 |South |B19131 |6 |$15,000 to $19,999 |230,703 |+/-7,464 |223,239 |238,167 |4,537
02000US3 |3 |South |B19131 |7 |$20,000 to $24,999 |296,709 |+/-8,766 |287,943 |305,475 |5,329
02000US3 |3 |South |B19131 |8 |$25,000 to $29,999 |337,459 |+/-10,629 |326,830 |348,088 |6,461
02000US3 |3 |South |B19131 |9 |$30,000 to $34,999 |389,801 |+/-11,591 |378,210 |401,392 |7,046
02000US3 |3 |South |B19131 |10 |$35,000 to $39,999 |379,716 |+/-9,979 |369,737 |389,695 |6,066
02000US3 |3 |South |B19131 |11 |$40,000 to $44,999 |400,657 |+/-10,729 |389,928 |411,386 |6,522
02000US3 |3 |South |B19131 |12 |$45,000 to $49,999 |413,733 |+/-12,982 |400,751 |426,715 |7,892
02000US3 |3 |South |B19131 |13 |$50,000 to $59,999 |841,995 |+/-16,422 |825,573 |858,417 |9,983
02000US3 |3 |South |B19131 |14 |$60,000 to $74,999 |1,174,698 |+/-20,820 |1,153,878 |1,195,518 |12,657
02000US3 |3 |South |B19131 |15 |$75,000 to $99,999 |1,459,984 |+/-19,819 |1,440,165 |1,479,803 |12,048
02000US3 |3 |South |B19131 |16 |$100,000 to $124,999 |919,208 |+/-16,003 |903,205 |935,211 |9,728
02000US3 |3 |South |B19131 |17 |$125,000 to $149,999 |483,007 |+/-10,100 |472,907 |493,107 |6,140
02000US3 |3 |South |B19131 |18 |$150,000 to $199,999 |445,655 |+/-10,495 |435,160 |456,150 |6,380
02000US3 |3 |South |B19131 |19 |$200,000 or more |461,329 |+/-8,671 |452,658 |470,000 |5,271
02000US3 |3 |South |B19131 |20 |No own children under 18 years: |11,716,086 |+/-54,820 |11,661,266 |11,770,906 |33,325
02000US3 |3 |South |B19131 |21 |Less than $10,000 |249,151 |+/-7,857 |241,294 |257,008 |4,776
02000US3 |3 |South |B19131 |22 |$10,000 to $14,999 |328,361 |+/-9,123 |319,238 |337,484 |5,546
02000US3 |3 |South |B19131 |23 |$15,000 to $19,999 |468,253 |+/-9,624 |458,629 |477,877 |5,850
02000US3 |3 |South |B19131 |24 |$20,000 to $24,999 |536,865 |+/-9,682 |527,183 |546,547 |5,886
02000US3 |3 |South |B19131 |25 |$25,000 to $29,999 |583,610 |+/-11,082 |572,528 |594,692 |6,737
02000US3 |3 |South |B19131 |26 |$30,000 to $34,999 |585,352 |+/-11,250 |574,102 |596,602 |6,839
02000US3 |3 |South |B19131 |27 |$35,000 to $39,999 |607,358 |+/-13,263 |594,095 |620,621 |8,063
02000US3 |3 |South |B19131 |28 |$40,000 to $44,999 |609,695 |+/-11,104 |598,591 |620,799 |6,750
02000US3 |3 |South |B19131 |29 |$45,000 to $49,999 |589,074 |+/-9,632 |579,442 |598,706 |5,855
02000US3 |3 |South |B19131 |30 |$50,000 to $59,999 |1,131,082 |+/-17,109 |1,113,973 |1,148,191 |10,401
02000US3 |3 |South |B19131 |31 |$60,000 to $74,999 |1,474,650 |+/-16,361 |1,458,289 |1,491,011 |9,946
02000US3 |3 |South |B19131 |32 |$75,000 to $99,999 |1,754,964 |+/-21,117 |1,733,847 |1,776,081 |12,837
02000US3 |3 |South |B19131 |33 |$100,000 to $124,999 |1,071,864 |+/-15,852 |1,056,012 |1,087,716 |9,636
02000US3 |3 |South |B19131 |34 |$125,000 to $149,999 |596,193 |+/-9,361 |586,832 |605,554 |5,690
02000US3 |3 |South |B19131 |35 |$150,000 to $199,999 |574,713 |+/-12,364 |562,349 |587,077 |7,516
02000US3 |3 |South |B19131 |36 |$200,000 or more |554,901 |+/-10,102 |544,799 |565,003 |6,141
02000US3 |3 |South |B19131 |37 |Other family: |7,376,244 |+/-37,356 |7,338,888 |7,413,600 |22,709
02000US3 |3 |South |B19131 |38 |Male householder, no wife present: |1,863,239 |+/-20,284 |1,842,955 |1,883,523 |12,331
02000US3 |3 |South |B19131 |39 |With own children under 18 years: |889,345 |+/-17,082 |872,263 |906,427 |10,384
02000US3 |3 |South |B19131 |40 |Less than $10,000 |81,561 |+/-5,033 |76,528 |86,594 |3,060
02000US3 |3 |South |B19131 |41 |$10,000 to $14,999 |62,033 |+/-4,599 |57,434 |66,632 |2,796
02000US3 |3 |South |B19131 |42 |$15,000 to $19,999 |76,168 |+/-5,609 |70,559 |81,777 |3,410
02000US3 |3 |South |B19131 |43 |$20,000 to $24,999 |85,952 |+/-4,475 |81,477 |90,427 |2,720
02000US3 |3 |South |B19131 |44 |$25,000 to $29,999 |78,613 |+/-5,254 |73,359 |83,867 |3,194
02000US3 |3 |South |B19131 |45 |$30,000 to $34,999 |77,148 |+/-5,447 |71,701 |82,595 |3,311
02000US3 |3 |South |B19131 |46 |$35,000 to $39,999 |64,223 |+/-4,087 |60,136 |68,310 |2,485
02000US3 |3 |South |B19131 |47 |$40,000 to $44,999 |61,236 |+/-4,519 |56,717 |65,755 |2,747
02000US3 |3 |South |B19131 |48 |$45,000 to $49,999 |45,995 |+/-4,196 |41,799 |50,191 |2,551
02000US3 |3 |South |B19131 |49 |$50,000 to $59,999 |68,612 |+/-5,531 |63,081 |74,143 |3,362
02000US3 |3 |South |B19131 |50 |$60,000 to $74,999 |69,221 |+/-4,029 |65,192 |73,250 |2,449
02000US3 |3 |South |B19131 |51 |$75,000 to $99,999 |56,509 |+/-4,114 |52,395 |60,623 |2,501
02000US3 |3 |South |B19131 |52 |$100,000 to $124,999 |26,455 |+/-2,699 |23,756 |29,154 |1,641
02000US3 |3 |South |B19131 |53 |$125,000 to $149,999 |10,653 |+/-1,745 |8,908 |12,398 |1,061
02000US3 |3 |South |B19131 |54 |$150,000 to $199,999 |11,740 |+/-1,847 |9,893 |13,587 |1,123
02000US3 |3 |South |B19131 |55 |$200,000 or more |13,226 |+/-2,036 |11,190 |15,262 |1,237
02000US3 |3 |South |B19131 |56 |No own children under 18 years: |973,894 |+/-14,974 |958,920 |988,868 |9,103
02000US3 |3 |South |B19131 |57 |Less than $10,000 |53,426 |+/-3,738 |49,688 |57,164 |2,272
02000US3 |3 |South |B19131 |58 |$10,000 to $14,999 |51,956 |+/-3,886 |48,070 |55,842 |2,362
02000US3 |3 |South |B19131 |59 |$15,000 to $19,999 |61,363 |+/-4,957 |56,406 |66,320 |3,013
02000US3 |3 |South |B19131 |60 |$20,000 to $24,999 |69,701 |+/-4,832 |64,869 |74,533 |2,938
02000US3 |3 |South |B19131 |61 |$25,000 to $29,999 |65,931 |+/-4,368 |61,563 |70,299 |2,655
02000US3 |3 |South |B19131 |62 |$30,000 to $34,999 |69,506 |+/-3,968 |65,538 |73,474 |2,412
02000US3 |3 |South |B19131 |63 |$35,000 to $39,999 |66,448 |+/-3,840 |62,608 |70,288 |2,334
02000US3 |3 |South |B19131 |64 |$40,000 to $44,999 |65,476 |+/-3,600 |61,876 |69,076 |2,188
02000US3 |3 |South |B19131 |65 |$45,000 to $49,999 |61,552 |+/-4,400 |57,152 |65,952 |2,675
02000US3 |3 |South |B19131 |66 |$50,000 to $59,999 |103,809 |+/-5,671 |98,138 |109,480 |3,448
02000US3 |3 |South |B19131 |67 |$60,000 to $74,999 |109,898 |+/-5,896 |104,002 |115,794 |3,584
02000US3 |3 |South |B19131 |68 |$75,000 to $99,999 |99,461 |+/-5,513 |93,948 |104,974 |3,351
02000US3 |3 |South |B19131 |69 |$100,000 to $124,999 |47,079 |+/-3,241 |43,838 |50,320 |1,970
02000US3 |3 |South |B19131 |70 |$125,000 to $149,999 |19,381 |+/-2,152 |17,229 |21,533 |1,308
02000US3 |3 |South |B19131 |71 |$150,000 to $199,999 |15,907 |+/-2,039 |13,868 |17,946 |1,240
02000US3 |3 |South |B19131 |72 |$200,000 or more |13,000 |+/-1,952 |11,048 |14,952 |1,187
02000US3 |3 |South |B19131 |73 |Female householder, no husband present: |5,513,005 |+/-32,800 |5,480,205 |5,545,805 |19,939
02000US3 |3 |South |B19131 |74 |With own children under 18 years: |3,285,588 |+/-29,532 |3,256,056 |3,315,120 |17,952
02000US3 |3 |South |B19131 |75 |Less than $10,000 |790,550 |+/-14,643 |775,907 |805,193 |8,902
02000US3 |3 |South |B19131 |76 |$10,000 to $14,999 |393,566 |+/-9,712 |383,854 |403,278 |5,904
02000US3 |3 |South |B19131 |77 |$15,000 to $19,999 |349,572 |+/-9,266 |340,306 |358,838 |5,633
02000US3 |3 |South |B19131 |78 |$20,000 to $24,999 |330,942 |+/-11,431 |319,511 |342,373 |6,949
02000US3 |3 |South |B19131 |79 |$25,000 to $29,999 |274,664 |+/-10,436 |264,228 |285,100 |6,344
02000US3 |3 |South |B19131 |80 |$30,000 to $34,999 |238,925 |+/-8,420 |230,505 |247,345 |5,118
02000US3 |3 |South |B19131 |81 |$35,000 to $39,999 |177,516 |+/-6,916 |170,600 |184,432 |4,204
02000US3 |3 |South |B19131 |82 |$40,000 to $44,999 |156,618 |+/-7,542 |149,076 |164,160 |4,585
02000US3 |3 |South |B19131 |83 |$45,000 to $49,999 |108,593 |+/-5,452 |103,141 |114,045 |3,314
02000US3 |3 |South |B19131 |84 |$50,000 to $59,999 |163,321 |+/-6,787 |156,534 |170,108 |4,126
02000US3 |3 |South |B19131 |85 |$60,000 to $74,999 |135,445 |+/-6,355 |129,090 |141,800 |3,863
02000US3 |3 |South |B19131 |86 |$75,000 to $99,999 |94,701 |+/-5,329 |89,372 |100,030 |3,240
02000US3 |3 |South |B19131 |87 |$100,000 to $124,999 |37,453 |+/-3,453 |34,000 |40,906 |2,099
02000US3 |3 |South |B19131 |88 |$125,000 to $149,999 |13,476 |+/-1,748 |11,728 |15,224 |1,063
02000US3 |3 |South |B19131 |89 |$150,000 to $199,999 |12,454 |+/-1,697 |10,757 |14,151 |1,031
02000US3 |3 |South |B19131 |90 |$200,000 or more |7,792 |+/-1,386 |6,406 |9,178 |843
